payment_id,customer_id,amount,payment_date,payment_status,payment_method
pay_20241028_5B7E9ZK7,CUS-36075472,1197,10-10-2025,Success,UPI
pay_20240921_4B9O2MW9,CUS-66706844,0,03-07-2025,Success,Debit Card
pay_20240215_0V0V9PI2,CUS-14867592,0,14-12-2025,Success,UPI
pay_20240516_7F8F6MO9,CUS-19030556,1206,06-05-2026,Success,Debit Card
pay_20240410_3P2J9JP0,CUS-91849006,4501,04-05-2025,Refunded,UPI
pay_20241010_2J5E6EK0,CUS-43172101,0,26-11-2025,Success,UPI
pay_20241219_9X1M5QZ9,CUS-52699166,7896,14-04-2026,Success,UPI
pay_20241212_2A5T6HE0,CUS-99926536,1194,22-11-2025,Success,UPI
pay_20240306_3Q8B3BN8,CUS-51184932,0,07-06-2025,Success,Debit Card
pay_20241221_2N0N6UP0,CUS-49909786,2932,18-03-2026,Success,UPI
pay_20240606_9F6N1VB2,CUS-55724779,0,26-04-2025,Success,UPI
pay_20240824_3R5V5DM3,CUS-55675847,4838,09-12-2025,Success,UPI
pay_20240703_5K4C1NY7,CUS-20623729,538,20-07-2025,Success,UPI
pay_20241013_5W5Y2UZ6,CUS-52074118,0,11-06-2025,Success,UPI
pay_20240828_4U5F3NK4,CUS-68511308,0,01-12-2025,Success,Credit Card
pay_20240228_5U6Z8KF5,CUS-59018303,996,01-05-2025,Success,PayPal
pay_20240208_4W7N3YW5,CUS-18002326,1121,02-06-2025,Success,Net Banking
pay_20241225_3G8A1GA9,CUS-17796289,0,04-08-2025,Refunded,UPI
pay_20241013_7Z9N1EB5,CUS-24825604,1440,02-05-2026,Success,Net Banking
pay_20241022_5C8B6YX1,CUS-57476861,4064,12-11-2025,Success,Net Banking
pay_20240612_1I1G5QM6,CUS-69618215,0,26-03-2026,Success,Credit Card
pay_20240419_7K7B3KG6,CUS-95040082,0,17-07-2025,Success,Debit Card
pay_20241220_8U0W1AI3,CUS-68152216,0,17-11-2025,Failed,UPI
pay_20241203_1C4O9EB5,CUS-92953433,1309,26-08-2025,Refunded,UPI
pay_20241230_3T8Q3YB6,CUS-42804210,0,07-09-2025,Success,Credit Card
pay_20240306_5O1I9TO2,CUS-81539008,0,25-05-2025,Success,Net Banking
pay_20240101_5S4B5BT9,CUS-26121322,0,10-11-2025,Success,Credit Card
pay_20240105_2E4U2DE6,CUS-16246131,0,12-08-2025,Success,PayPal
pay_20240929_0L6B8XN6,CUS-88179336,0,19-04-2025,Success,Credit Card
pay_20240817_1C5C0EV2,CUS-81079269,0,14-01-2026,Success,Credit Card
pay_20240820_8C6K9OR7,CUS-64011619,0,05-01-2026,Refunded,UPI
pay_20241206_5P5K8FE3,CUS-61914635,0,21-04-2025,Success,UPI
pay_20241017_1P1W8CO4,CUS-69985673,8609,29-05-2025,Success,Debit Card
pay_20240109_4R4G8CR1,CUS-29176839,0,22-03-2026,Success,Credit Card
pay_20240409_1J4C6DR3,CUS-48131355,990,16-07-2025,Success,Credit Card
pay_20241210_0Z0E1WF8,CUS-97709872,1156,14-04-2026,Success,UPI
pay_20240105_9P7U7SL7,CUS-52614814,0,01-10-2025,Success,Credit Card
pay_20240910_7H5N2GM2,CUS-80918489,0,29-03-2026,Success,UPI
pay_20240822_1T2R9WV9,CUS-98561622,0,06-10-2025,Success,Debit Card
pay_20240208_1D3C3XF5,CUS-32904547,0,18-05-2026,Success,PayPal
pay_20240414_3R4S9WD7,CUS-72132490,0,23-05-2026,Success,UPI
pay_20240624_6F5Z5OZ9,CUS-11127785,1026,23-01-2026,Success,UPI
pay_20241125_4R7D4ET8,CUS-68597605,7368,29-04-2025,Success,UPI
pay_20240120_7P3W4YY1,CUS-98969732,0,01-05-2025,Success,Credit Card
pay_20241128_3R9C7TN7,CUS-81361250,2436,10-11-2025,Success,Net Banking
pay_20240816_3J5M3KV0,CUS-19056633,8149,28-10-2025,Success,PayPal
pay_20240408_7K5Q9SE5,CUS-23202170,2811,28-06-2025,Success,Credit Card
pay_20240820_8J7M2EH6,CUS-58624441,0,08-06-2025,Success,UPI
pay_20240313_9Y1H6SX5,CUS-49263577,1166,20-08-2025,Success,Debit Card
pay_20240708_7V6F1IC2,CUS-83686696,586,20-11-2025,Success,UPI
pay_20240711_0I6I3CH3,CUS-94243248,1214,10-07-2025,Success,Credit Card
pay_20241124_1L7A5DQ8,CUS-15558502,0,28-07-2025,Success,Debit Card
pay_20240610_2K5P9RY7,CUS-83507528,546,27-10-2025,Success,UPI
pay_20241227_1X2S8IN6,CUS-83735537,0,11-08-2025,Success,UPI
pay_20240721_4B2H4BO9,CUS-30276960,4065,04-11-2025,Success,Debit Card
pay_20241125_6E2H7KY3,CUS-64443363,0,01-06-2025,Refunded,Credit Card
pay_20240905_6R1V9EY2,CUS-16218049,3025,24-04-2025,Success,UPI
pay_20240206_1U4P6WD7,CUS-19209696,2511,01-05-2025,Success,UPI
pay_20240113_8O4C6FG7,CUS-73561803,8257,26-05-2026,Success,Credit Card
pay_20240726_2Q4M1MO9,CUS-82876081,771,22-11-2025,Success,UPI
pay_20240523_6X3Q2LK7,CUS-23414766,0,24-05-2025,Success,UPI
pay_20240418_8O5G9AO4,CUS-33494494,1033,22-12-2025,Success,Credit Card
pay_20240825_4A1P5CK7,CUS-75810103,0,15-08-2025,Success,UPI
pay_20240428_7Q5N1AT8,CUS-53438214,0,14-05-2025,Success,UPI
pay_20240401_1J0L9DY0,CUS-78350005,0,21-04-2026,Success,Debit Card
pay_20240126_8Z9O2ID4,CUS-33528022,0,05-10-2025,Success,UPI
pay_20241215_9A1N3XS1,CUS-16288916,0,06-05-2025,Success,Debit Card
pay_20241105_6Q5O7YP7,CUS-10132885,7525,18-04-2026,Success,UPI
pay_20240127_8T1Y5MQ6,CUS-45276042,0,09-09-2025,Success,UPI
pay_20241111_8R0B3PX2,CUS-85903549,0,12-09-2025,Success,UPI
pay_20240722_5Y3J9NM7,CUS-44667560,0,10-11-2025,Failed,Credit Card
pay_20241119_5Q8U4TG3,CUS-64001680,0,28-04-2026,Success,Credit Card
pay_20240311_7E6F3AJ4,CUS-88632692,4376,20-01-2026,Success,UPI
pay_20240509_6H9V6YS9,CUS-94573680,0,28-04-2026,Success,Debit Card
pay_20240831_2N2N4IQ7,CUS-89564398,1109,14-05-2026,Success,UPI
pay_20240916_8W0F8LR2,CUS-92989315,0,13-01-2026,Success,Credit Card
pay_20240713_0J6O9PZ2,CUS-25244343,3579,07-05-2025,Refunded,Net Banking
pay_20240818_2F8W2FW6,CUS-76066020,1293,26-05-2026,Success,Credit Card
pay_20240424_7W4F1WO7,CUS-31465687,0,13-01-2026,Success,PayPal
pay_20240523_5A5A2MC7,CUS-97625800,0,03-08-2025,Success,UPI
pay_20240517_1H1H8NY5,CUS-10295611,0,10-07-2025,Failed,UPI
pay_20240324_7A4T3YJ8,CUS-25894501,1289,26-04-2026,Success,Net Banking
pay_20240106_1N9L3JT2,CUS-10263515,760,21-04-2025,Success,Credit Card
pay_20240104_6S5T8LP5,CUS-78362683,0,03-08-2025,Failed,Credit Card
pay_20240102_4I8F8SJ6,CUS-62963751,9233,05-12-2025,Success,UPI
pay_20240607_1P1P3YX1,CUS-42084977,1439,11-05-2025,Success,UPI
pay_20240901_7J5U5UV9,CUS-82165601,4113,26-05-2025,Success,UPI
pay_20240806_8E8A8LT2,CUS-80640398,1040,07-05-2026,Success,Net Banking
pay_20240601_5U4M1ND6,CUS-72860850,0,09-05-2026,Success,UPI
pay_20240823_5M9K8QI7,CUS-59760349,547,08-02-2026,Success,Net Banking
pay_20241119_4D7Y6JC1,CUS-64245369,0,13-04-2025,Success,Net Banking
pay_20240919_5R7V5GN4,CUS-64733097,1487,28-08-2025,Success,UPI
pay_20240624_7S5H5TV9,CUS-41616441,0,25-03-2026,Success,UPI
pay_20240511_6T2L7LA1,CUS-88235197,0,24-07-2025,Failed,Debit Card
pay_20240328_7K9I8PU7,CUS-96233311,963,19-01-2026,Success,Credit Card
pay_20241130_0W5U4HC1,CUS-64099587,3664,20-02-2026,Success,PayPal
pay_20240730_0I7V6YR0,CUS-96966294,0,29-03-2026,Success,Credit Card
pay_20240510_1E5L0CN4,CUS-55102153,0,13-06-2025,Success,Debit Card
pay_20240424_0O9E1PP7,CUS-88862027,0,18-02-2026,Failed,UPI
pay_20240523_0H2D3OZ4,CUS-86982823,611,16-07-2025,Success,PayPal
pay_20241031_2C7P5WJ8,CUS-22399399,0,24-08-2025,Success,UPI
pay_20240228_5O7E8EO1,CUS-74947997,0,06-01-2026,Success,Net Banking
pay_20240525_0E6N5ON1,CUS-67082425,0,04-04-2025,Success,Credit Card
pay_20240618_5X5Y3AH8,CUS-49341306,0,07-05-2026,Failed,Credit Card
pay_20241010_2B7U2RM2,CUS-34912997,0,16-01-2026,Success,Credit Card
pay_20240811_4F8U2AN8,CUS-12379803,0,15-11-2025,Success,Net Banking
pay_20240311_5B6B0TX2,CUS-90625891,0,09-09-2025,Success,UPI
pay_20240601_3X0W8DA1,CUS-92719565,1204,08-05-2026,Success,UPI
pay_20240116_6Y8V5AL5,CUS-54260137,0,18-03-2026,Failed,Debit Card
pay_20240119_4F7U4MA7,CUS-14699662,0,14-08-2025,Success,Net Banking
pay_20241128_6R1T5LN5,CUS-34771980,1046,02-05-2025,Success,Credit Card
pay_20240421_2G7R0VH0,CUS-70425755,0,07-08-2025,Failed,UPI
pay_20241029_1V6S4GL1,CUS-27561642,0,27-07-2025,Success,Debit Card
pay_20241003_0O9Q7UO4,CUS-91300763,1476,31-01-2026,Success,Credit Card
pay_20240521_1V1A7GD9,CUS-55875844,0,31-01-2026,Success,Credit Card
pay_20240901_7D1Q0AT5,CUS-46802684,0,23-04-2025,Failed,UPI
pay_20241015_7P9H2HF9,CUS-85260905,1483,05-08-2025,Success,Credit Card
pay_20241210_8D5R1AR2,CUS-17069657,1087,14-01-2026,Success,UPI
pay_20240525_2T5B6JZ4,CUS-88531750,0,11-06-2025,Success,UPI
pay_20241107_1Y4I2JX7,CUS-21703803,9879,18-12-2025,Success,Credit Card
pay_20241229_0G6B0WM8,CUS-27642115,1034,12-08-2025,Success,UPI
pay_20240705_6X6U3ER1,CUS-61807354,0,21-03-2026,Success,UPI
pay_20240903_2T0E0RT1,CUS-68813250,7401,14-08-2025,Success,UPI
pay_20240313_4X6Y2AK2,CUS-20360344,0,03-04-2026,Success,UPI
pay_20240724_6F9F2EW5,CUS-98870199,0,15-12-2025,Success,UPI
pay_20241221_6Y5R7YM1,CUS-39029720,0,03-07-2025,Success,Credit Card
pay_20240406_0S2B9GA3,CUS-64774291,4429,21-02-2026,Success,Credit Card
pay_20240320_2Y4W3EL9,CUS-38959875,4055,11-06-2025,Success,UPI
pay_20240420_9Z6E7GI4,CUS-32792025,615,05-01-2026,Success,UPI
pay_20241227_6Q1C1DA8,CUS-41490762,0,26-12-2025,Refunded,Debit Card
pay_20240422_7T2A7DB6,CUS-66155424,0,13-12-2025,Success,Debit Card
pay_20240105_6B1U3KS1,CUS-28946068,0,17-05-2026,Success,Debit Card
pay_20241104_8C5Q5XR3,CUS-68689700,0,26-04-2026,Success,UPI
pay_20240110_7Q2M4CX1,CUS-15553719,0,26-12-2025,Success,UPI
pay_20240203_6N9N6PE9,CUS-69678783,0,10-04-2026,Failed,UPI
pay_20240714_1P1F7CR5,CUS-29056905,3639,14-07-2025,Success,Debit Card
pay_20240619_5M0E4JP5,CUS-73060445,0,01-11-2025,Success,Net Banking
pay_20240328_6A2Y4TM0,CUS-76603019,8616,24-03-2026,Success,UPI
pay_20241112_2H7V8DD6,CUS-65534855,0,17-05-2025,Success,Credit Card
pay_20240620_3A1W1PC0,CUS-37558683,0,13-05-2026,Failed,Credit Card
pay_20240601_7M3F7FH4,CUS-29954748,0,23-12-2025,Success,Credit Card
pay_20241020_3H1I7DY0,CUS-43422305,649,01-04-2026,Success,UPI
pay_20240425_7C7L9MT6,CUS-41677974,1001,25-05-2026,Success,Credit Card
pay_20240709_1T7F7DL4,CUS-41216064,0,07-01-2026,Success,UPI
pay_20241213_9I0M2YO5,CUS-56466529,0,21-10-2025,Failed,UPI
pay_20240828_8J2E2XM5,CUS-46110966,0,20-05-2026,Success,Net Banking
pay_20240704_1X4I1VA3,CUS-67158337,0,03-02-2026,Refunded,Debit Card
pay_20240316_0R6X8GO8,CUS-24993418,3885,05-07-2025,Success,Credit Card
pay_20240822_5K0A1VK8,CUS-28275615,0,13-04-2026,Success,UPI
pay_20240407_2J1B1MY3,CUS-76859287,0,20-03-2026,Success,UPI
pay_20241210_2V1F0FX4,CUS-12528365,787,23-06-2025,Success,UPI
pay_20240913_4M5Y7XM9,CUS-40083441,5338,29-04-2026,Success,Credit Card
pay_20240203_7R7I1OV1,CUS-49424661,0,13-02-2026,Success,UPI
pay_20240822_2Z2U4XP3,CUS-31512836,0,29-04-2026,Success,UPI
pay_20240313_8Y4L6FT2,CUS-64183698,628,26-03-2026,Success,UPI
pay_20240309_6I1S8EY9,CUS-34784926,2701,13-02-2026,Success,UPI
pay_20241109_0B0P3TP8,CUS-50139492,623,26-12-2025,Success,Credit Card
pay_20241115_0K6H1NG9,CUS-36032291,1467,28-07-2025,Success,UPI
pay_20241128_0N4T8RA1,CUS-13810091,642,02-12-2025,Success,Debit Card
pay_20241012_0V9X0BA1,CUS-39563848,557,20-02-2026,Success,Credit Card
pay_20241201_7M8S0NY0,CUS-35778407,0,13-07-2025,Success,Debit Card
pay_20240714_4X8B6KT7,CUS-33032304,0,24-12-2025,Success,UPI
pay_20240808_9Q1J7FQ2,CUS-63844300,768,28-12-2025,Success,UPI
pay_20241021_9K6U9XR8,CUS-42787559,744,02-09-2025,Success,Credit Card
pay_20240707_4R4N0KA1,CUS-42044027,618,17-12-2025,Failed,UPI
pay_20240310_9K1F5MZ4,CUS-41140777,1444,13-04-2025,Success,Net Banking
pay_20240320_0P2A7JC5,CUS-62245040,1348,16-08-2025,Success,UPI
pay_20241220_4K2R8XI1,CUS-62005831,950,18-08-2025,Success,Credit Card
pay_20240822_8W9I6QJ1,CUS-76326859,0,26-12-2025,Success,Credit Card
pay_20241021_3E3T8UD3,CUS-44126991,6901,02-11-2025,Success,Net Banking
pay_20240927_3F0D7XH9,CUS-14553204,0,16-02-2026,Failed,Credit Card
pay_20240529_1S9C5EZ0,CUS-67780193,0,10-11-2025,Failed,Net Banking
pay_20241116_1F0J2YY1,CUS-25363489,2628,10-04-2026,Failed,PayPal
pay_20240521_9C9Z6AQ1,CUS-18134538,0,20-02-2026,Refunded,UPI
pay_20240102_7S3I8YS3,CUS-81283783,0,30-12-2025,Success,Net Banking
pay_20240317_8B9L2RV3,CUS-45701515,641,18-11-2025,Failed,UPI
pay_20240210_0Y3Z3LM3,CUS-32921667,0,05-12-2025,Success,UPI
pay_20240529_0T7V4NX4,CUS-51736873,0,13-04-2026,Failed,UPI
pay_20240223_4C7U0QZ0,CUS-27014116,0,02-10-2025,Success,UPI
pay_20240324_0Y2B8WB9,CUS-97666151,0,17-06-2025,Success,UPI
pay_20240113_7D9B9CM9,CUS-73040682,0,17-08-2025,Success,UPI
pay_20240920_4N0K1TH5,CUS-24129947,0,03-09-2025,Success,UPI
pay_20241018_9O2L3SK7,CUS-80792569,0,29-06-2025,Success,Credit Card
pay_20240324_8Y2J9KF2,CUS-71545733,6560,28-04-2025,Success,Debit Card
pay_20241128_9K2F8MU7,CUS-94364906,1052,17-12-2025,Success,UPI
pay_20240910_4C5W6CZ2,CUS-47856035,0,27-05-2025,Success,UPI
pay_20240521_1Y5Q0LD7,CUS-28816024,4195,11-06-2025,Refunded,Debit Card
pay_20240723_1F9U3EI1,CUS-91504119,765,30-05-2025,Success,UPI
pay_20240714_3R5Z2YU1,CUS-18614321,0,15-10-2025,Success,UPI
pay_20241126_8P9G1TB0,CUS-14531846,9347,08-04-2026,Failed,UPI
pay_20241027_9B5H2YB5,CUS-22046746,0,13-07-2025,Success,UPI
pay_20241101_4J3T1GL8,CUS-32930359,0,31-07-2025,Success,UPI
pay_20240226_5V7L3NG3,CUS-26135239,0,14-04-2026,Success,Debit Card
pay_20241021_6Y2W1DC5,CUS-22567117,0,25-05-2026,Success,PayPal
pay_20240710_7U3R8XO1,CUS-96593714,1377,24-12-2025,Success,UPI
pay_20240301_1Z3I8EE3,CUS-36404700,1163,07-05-2025,Success,Credit Card
pay_20240901_3Y2A1AR3,CUS-41912410,5863,23-05-2026,Failed,Credit Card
pay_20240620_1O3G8AX3,CUS-60872927,0,29-08-2025,Success,Credit Card
pay_20241206_1R6P3MV3,CUS-57568828,7657,04-09-2025,Success,UPI
pay_20240606_6E2S7HC4,CUS-68811668,0,22-05-2025,Success,Credit Card
pay_20240809_7S3C4EZ3,CUS-28776501,0,01-11-2025,Success,Debit Card
pay_20240109_2D4I1KS6,CUS-79332262,7413,31-07-2025,Success,UPI
pay_20240917_3J1N0KT6,CUS-80545377,9854,08-02-2026,Success,UPI
pay_20240104_1M6A6ZV9,CUS-51531906,0,08-04-2025,Success,UPI
pay_20240716_1B7Q5LH9,CUS-26222179,4006,03-11-2025,Success,Debit Card
pay_20240105_1X5F9JN0,CUS-16076937,777,10-04-2025,Success,UPI
pay_20240214_5S3S9NH1,CUS-61393740,0,31-03-2026,Success,Debit Card
pay_20240601_3V1L5WS9,CUS-67601116,0,03-09-2025,Failed,Debit Card
pay_20240218_2X2Q7ZZ6,CUS-89869099,695,21-04-2026,Success,UPI
pay_20240828_6Q7P5LB4,CUS-15326683,0,03-06-2025,Failed,UPI
pay_20240901_5C4E9YC6,CUS-28250458,0,23-11-2025,Success,UPI
pay_20240219_2U3C4US1,CUS-10354539,0,30-09-2025,Success,Debit Card
pay_20240511_1L4V9KM7,CUS-18921125,0,27-02-2026,Refunded,UPI
pay_20240104_2L6F2WI5,CUS-17421725,1241,15-12-2025,Success,UPI
pay_20240131_6M6P4LE7,CUS-56471187,0,27-10-2025,Success,Debit Card
pay_20240708_7R0A2ZP6,CUS-80465855,1367,15-07-2025,Success,UPI
pay_20240810_8S5G9CJ9,CUS-19651062,1077,20-03-2026,Success,UPI
pay_20240126_2G8C0NO3,CUS-51081304,1257,24-01-2026,Success,UPI
pay_20240728_3D5V3VL3,CUS-14484736,0,16-08-2025,Success,Credit Card
pay_20240121_3X5U8BQ6,CUS-64576731,0,21-12-2025,Success,Credit Card
pay_20240911_1I5A3DT2,CUS-74095770,2990,12-07-2025,Success,UPI
pay_20240124_6U0U4FL1,CUS-66357005,8412,09-03-2026,Success,UPI
pay_20241202_4I0F3HZ3,CUS-13339636,548,04-06-2025,Success,UPI
pay_20240507_9B2T0YN7,CUS-81950933,0,05-12-2025,Failed,Net Banking
pay_20240313_6Q0K7GR5,CUS-72385863,1342,15-09-2025,Success,Debit Card
pay_20240205_9Y8I3JL7,CUS-51013744,0,27-04-2026,Success,Credit Card
pay_20241119_0E8W8SB2,CUS-36958857,0,13-01-2026,Success,UPI
pay_20241011_8E3O7YX1,CUS-68383114,0,07-08-2025,Failed,UPI
pay_20240615_4A7M0HX1,CUS-55981896,1451,11-02-2026,Success,Credit Card
pay_20241009_0S3Z5KH3,CUS-99202027,1019,04-01-2026,Success,Credit Card
pay_20240814_0U1K9PM0,CUS-55712560,1428,28-07-2025,Failed,UPI
pay_20240729_2N5B2YU3,CUS-52139061,1101,16-04-2026,Failed,Debit Card
pay_20240609_1O6U9TT9,CUS-56944441,0,04-05-2026,Failed,Credit Card
pay_20240630_7G2Z6KZ0,CUS-35097754,0,15-07-2025,Refunded,Credit Card
pay_20240914_1B4W5YX8,CUS-47207851,925,19-06-2025,Success,Debit Card
pay_20241003_4D9Y7EH9,CUS-40178814,1382,08-04-2025,Success,PayPal
pay_20241117_1S0V2VS9,CUS-56017544,0,12-09-2025,Success,UPI
pay_20240814_9A0L9DP4,CUS-57597734,0,16-04-2026,Failed,Debit Card
pay_20240227_8L3T6KX1,CUS-13714772,1230,16-12-2025,Success,PayPal
pay_20240528_0N6U6QM1,CUS-71999602,729,01-03-2026,Success,Credit Card
pay_20240408_1T5T4QE0,CUS-17567562,0,03-08-2025,Success,UPI
pay_20240201_7Z7T1PP9,CUS-22874961,938,10-05-2025,Success,Debit Card
pay_20240621_2K1M6MJ5,CUS-26300746,7554,23-10-2025,Success,UPI
pay_20240520_0P7A3GI0,CUS-38252279,1001,15-04-2026,Success,Debit Card
pay_20240405_3W8Y6WG5,CUS-82441425,1452,12-11-2025,Success,Credit Card
pay_20241228_2W8J1TU5,CUS-74307639,0,18-09-2025,Success,Credit Card
pay_20240421_0A8K7UM6,CUS-26414321,0,26-12-2025,Failed,PayPal
pay_20240810_6M6Q5BQ8,CUS-51323089,0,28-12-2025,Success,Credit Card
pay_20241104_2Q9D0FX4,CUS-79092759,0,26-01-2026,Success,UPI
pay_20240716_3Y4U5ID3,CUS-84162690,0,07-08-2025,Success,Credit Card
pay_20240621_1H1K5XW9,CUS-14718572,0,09-09-2025,Failed,Credit Card
pay_20241010_2N7A5EL8,CUS-93911413,0,25-07-2025,Success,UPI
pay_20240723_5N2Y1PV9,CUS-68398721,2693,05-03-2026,Success,UPI
pay_20240206_1P4Z5KL0,CUS-22110072,4668,26-05-2026,Success,Debit Card
pay_20240801_2F1V2AN5,CUS-84567117,1288,29-10-2025,Success,Credit Card
pay_20241229_6N1P3RF3,CUS-80134401,0,24-12-2025,Success,Credit Card
pay_20240528_1F6Y3IF7,CUS-45876502,0,01-03-2026,Success,Credit Card
pay_20240521_6I8G1MQ2,CUS-40696361,6230,14-04-2026,Success,UPI
pay_20241111_1B0F8SZ3,CUS-11508889,0,02-05-2025,Refunded,Debit Card
pay_20240907_2X5D1WE7,CUS-32150483,0,03-04-2025,Success,UPI
pay_20240915_2J0E6WZ1,CUS-24463571,2037,19-05-2026,Success,UPI
pay_20241002_7Q6R4NJ1,CUS-27528140,5247,08-04-2026,Success,UPI
pay_20240623_0K4S9OR4,CUS-98060758,708,15-01-2026,Success,Credit Card
pay_20240818_5L5U5KE5,CUS-91011348,4273,21-07-2025,Success,Credit Card
pay_20241216_2C7N4WO9,CUS-52731686,0,09-06-2025,Success,UPI
pay_20240402_6I3P3BY6,CUS-34910398,0,08-05-2026,Success,Net Banking
pay_20240417_6M1B0DR9,CUS-31994863,0,15-04-2026,Success,UPI
pay_20241104_4N9G1QQ6,CUS-19699372,0,26-05-2025,Success,UPI
pay_20241110_7J5V6LP4,CUS-52611581,2665,02-05-2026,Success,Net Banking
pay_20241025_1Y0U1RA8,CUS-60768651,1370,04-07-2025,Success,Debit Card
pay_20240414_4Q4Q9IP4,CUS-87632315,0,13-09-2025,Success,Credit Card
